date,customer_id,product,price,quantity,coupon_code,shipping_city
2024-02-19,CUST9740,Phone,1310.24,3,SAVE10,Winnipeg
2024-02-20,CUST2538,Tablet,1441.69,4,WELCOME,Ottawa
2024-02-20,CUST8693,Keyboard,1588.82,2,FREESHIP,Edmonton
2024-02-21,CUST3069,Keyboard,1869.15,2,,Calgary
2024-02-21,CUST6671,Keyboard,1802.05,1,,Calgary
2024-02-21,CUST5147,Monitor,1430.34,2,,Halifax
2024-02-21,CUST8702,Phone,1936.73,5,WELCOME,Toronto
2024-02-22,CUST5501,Laptop,1169.14,1,SAVE10,Montreal
2024-02-22,CUST5165,Mouse,193.93,3,SAVE10,Vancouver
2024-02-24,CUST8846,Tablet,37.46,3,,Ottawa
2024-02-25,CUST8581,Phone,1058.02,5,WELCOME,Calgary
2024-02-25,CUST6631,Tablet,183.77,5,FREESHIP,Vancouver
2024-02-26,CUST1749,Mouse,1760.0,3,,Edmonton
2024-02-27,CUST1060,Keyboard,1292.32,2,,Montreal
2024-02-27,CUST7039,Phone,297.77,4,,Halifax
2024-02-28,CUST1548,Monitor,1563.61,3,SAVE10,Toronto
2024-02-28,CUST5488,Keyboard,379.0,4,SAVE10,Calgary
2024-02-29,CUST5866,Keyboard,1001.32,1,SAVE10,Edmonton
2024-02-29,CUST1308,Phone,1768.62,1,SAVE10,Montreal
2024-03-01,CUST7357,Headphones,1295.12,1,,Calgary
2024-03-01,CUST2900,Tablet,1797.63,3,WELCOME,Edmonton
2024-03-02,CUST5086,Tablet,1996.87,4,,Calgary
2024-03-02,CUST4176,Headphones,1521.09,4,FREESHIP,Winnipeg
2024-03-02,CUST6290,Keyboard,1675.99,1,FREESHIP,Montreal
2024-03-02,CUST2333,Phone,609.32,5,,Toronto
2024-03-03,CUST2560,Laptop,1669.24,2,SAVE10,Winnipeg
2024-03-03,CUST5968,Tablet,1625.84,3,FREESHIP,Ottawa
2024-03-04,CUST6848,Mouse,1980.53,3,,Toronto
2024-03-05,CUST2470,Tablet,1140.46,5,WELCOME,Montreal
2024-03-07,CUST2763,Phone,626.96,5,SAVE10,Montreal
2024-03-07,CUST7630,Tablet,923.88,1,,Toronto
2024-03-08,CUST9691,Keyboard,1882.94,2,WELCOME,Ottawa
2024-03-08,CUST7047,Laptop,108.63,1,WELCOME,Winnipeg
2024-03-08,CUST4122,Headphones,1602.77,4,WELCOME,Winnipeg
2024-03-09,CUST3717,Tablet,385.01,4,SAVE10,Vancouver
2024-03-10,CUST2112,Headphones,1583.6,5,FREESHIP,Calgary
2024-03-11,CUST3094,Headphones,1754.21,3,,Calgary
2024-03-11,CUST8164,Laptop,1639.9,3,,Winnipeg
2024-03-11,CUST4368,Laptop,1712.16,2,WELCOME,Winnipeg
2024-03-12,CUST9472,Monitor,1163.12,4,FREESHIP,Winnipeg
2024-03-14,CUST5537,Phone,276.65,1,,Montreal
2024-03-15,CUST7303,Keyboard,1830.13,1,,Winnipeg
2024-03-15,CUST6561,Mouse,1320.07,1,,Edmonton
2024-03-15,CUST7226,Tablet,1304.77,3,FREESHIP,Montreal
2024-03-15,CUST1015,Headphones,328.29,1,FREESHIP,Toronto
2024-03-16,CUST2228,Phone,500.68,1,SAVE10,Toronto
2024-03-16,CUST7638,Mouse,1297.92,1,WELCOME,Vancouver
2024-03-16,CUST2468,Headphones,1778.25,5,WELCOME,Edmonton
2024-03-17,CUST8518,Monitor,781.05,3,,Vancouver
2024-03-18,CUST9839,Keyboard,780.57,5,,Halifax
2024-03-18,CUST6625,Phone,1267.43,4,,Montreal
2024-03-18,CUST5526,Tablet,67.56,5,,Ottawa
2024-03-18,CUST5917,Phone,58.06,4,,Toronto
2024-03-18,CUST6263,Mouse,1201.02,2,WELCOME,Toronto
2024-03-19,CUST9558,Headphones,152.53,5,,Montreal
2024-03-19,CUST1187,Tablet,410.18,4,FREESHIP,Ottawa
2024-03-20,CUST3648,Phone,756.67,3,,Winnipeg
2024-03-20,CUST1434,Tablet,1790.64,4,SAVE10,Toronto
2024-03-21,CUST5426,Monitor,188.13,1,SAVE10,Montreal
2024-03-21,CUST4278,Tablet,1228.64,5,,Toronto
2024-03-22,CUST7726,Tablet,675.8,1,,Halifax
2024-03-22,CUST7897,Laptop,676.85,3,WELCOME,Halifax
2024-03-22,CUST5366,Keyboard,1645.05,1,,Halifax
2024-03-22,CUST6536,Monitor,1108.77,3,SAVE10,Vancouver
2024-03-24,CUST2797,Monitor,485.5,3,,Calgary
2024-03-24,CUST8526,Laptop,392.51,4,,Winnipeg
2024-03-25,CUST5246,Headphones,1131.48,2,WELCOME,Toronto
2024-03-25,CUST2482,Headphones,149.62,5,WELCOME,Winnipeg
2024-03-25,CUST8859,Mouse,673.89,1,,Calgary
2024-03-26,CUST4276,Keyboard,1495.86,2,,Montreal
2024-03-27,CUST6045,Laptop,1118.48,3,,Toronto
2024-03-27,CUST3082,Keyboard,194.89,2,,Ottawa
2024-03-27,CUST6792,Laptop,681.69,5,,Winnipeg
2024-03-28,CUST5302,Phone,624.08,4,,Edmonton
2024-03-29,CUST9102,Tablet,436.61,2,,Ottawa
2024-03-29,CUST7995,Keyboard,146.17,3,,Toronto
2024-03-30,CUST6376,Mouse,1882.39,3,SAVE10,Vancouver
2024-03-30,CUST7044,Tablet,1260.99,5,,Ottawa
2024-03-30,CUST5786,Laptop,1768.46,4,FREESHIP,Vancouver
2024-03-30,CUST1932,Laptop,1488.9,1,FREESHIP,Halifax
2024-03-31,CUST8699,Phone,549.51,5,SAVE10,Winnipeg
2024-03-31,CUST3466,Keyboard,1444.48,4,FREESHIP,Ottawa
2024-04-02,CUST6524,Headphones,30.66,2,,Vancouver
2024-04-03,CUST4336,Phone,44.4,4,SAVE10,Calgary
2024-04-06,CUST8346,Mouse,584.84,1,WELCOME,Calgary
2024-04-06,CUST5972,Monitor,1144.45,5,,Vancouver
2024-04-07,CUST4124,Tablet,1525.25,1,SAVE10,Toronto
2024-04-08,CUST4580,Phone,180.14,1,WELCOME,Calgary
2024-04-08,CUST8616,Mouse,362.92,5,SAVE10,Calgary
2024-04-08,CUST4773,Keyboard,661.94,4,FREESHIP,Vancouver
2024-04-08,CUST4674,Tablet,1045.9,5,,Montreal
2024-04-10,CUST8255,Headphones,979.15,2,WELCOME,Vancouver
2024-04-10,CUST7676,Mouse,522.28,3,FREESHIP,Calgary
2024-04-10,CUST9195,Monitor,1843.87,4,FREESHIP,Montreal
2024-04-10,CUST1381,Tablet,1931.54,2,FREESHIP,Halifax
2024-04-11,CUST6400,Keyboard,1535.93,2,WELCOME,Winnipeg
2024-04-12,CUST8791,Headphones,136.9,3,,Winnipeg
2024-04-13,CUST6274,Monitor,58.69,3,WELCOME,Montreal
2024-04-13,CUST6029,Mouse,344.59,5,,Vancouver
2024-04-13,CUST8733,Headphones,1820.36,2,,Winnipeg
2024-04-14,CUST1638,Phone,1707.03,2,,Ottawa
2024-04-15,CUST9996,Tablet,665.28,3,FREESHIP,Vancouver
2024-04-16,CUST4030,Tablet,760.17,2,WELCOME,Toronto
2024-04-17,CUST6346,Monitor,980.66,3,,Ottawa
2024-04-18,CUST3049,Mouse,1550.63,5,FREESHIP,Vancouver
2024-04-18,CUST7081,Laptop,179.86,1,,Montreal
2024-04-18,CUST1943,Monitor,502.38,2,FREESHIP,Montreal
2024-04-19,CUST4369,Mouse,1885.9,3,,Calgary
2024-04-19,CUST1181,Monitor,1235.32,3,,Toronto
2024-04-19,CUST8823,Tablet,242.02,5,,Toronto
2024-04-20,CUST9497,Laptop,710.26,1,,Vancouver
2024-04-21,CUST1717,Headphones,1521.55,3,FREESHIP,Ottawa
2024-04-21,CUST6906,Keyboard,1422.1,2,,Toronto
2024-04-21,CUST5207,Mouse,1173.02,3,,Ottawa
2024-04-21,CUST5105,Headphones,626.3,4,SAVE10,Winnipeg
2024-04-22,CUST8690,Laptop,348.89,2,FREESHIP,Winnipeg
2024-04-22,CUST5383,Keyboard,553.28,5,,Edmonton
2024-04-22,CUST7688,Headphones,1528.17,3,,Vancouver
2024-04-23,CUST7988,Phone,1210.28,2,,Halifax
2024-04-24,CUST6515,Phone,1872.16,4,SAVE10,Montreal
2024-04-24,CUST3301,Laptop,1935.17,5,FREESHIP,Edmonton
2024-04-25,CUST5286,Mouse,1240.79,5,,Ottawa
2024-04-26,CUST3718,Keyboard,264.91,4,,Ottawa
2024-04-28,CUST3360,Headphones,782.56,3,WELCOME,Ottawa
2024-04-28,CUST1463,Tablet,148.18,2,,Montreal
2024-04-28,CUST4236,Keyboard,730.03,5,FREESHIP,Ottawa
2024-04-29,CUST2599,Headphones,1531.41,1,FREESHIP,Montreal
2024-05-02,CUST8520,Tablet,1126.04,5,FREESHIP,Toronto
2024-05-03,CUST3445,Tablet,1011.64,1,FREESHIP,Winnipeg
2024-05-04,CUST7206,Laptop,849.26,2,,Halifax
2024-05-04,CUST1196,Monitor,195.11,3,,Vancouver
2024-05-05,CUST9587,Mouse,273.62,3,SAVE10,Winnipeg
2024-05-06,CUST7061,Keyboard,1663.94,1,,Calgary
2024-05-06,CUST5485,Laptop,1035.71,5,,Ottawa
2024-05-07,CUST7122,Mouse,130.24,4,,Edmonton
2024-05-08,CUST6892,Keyboard,448.0,4,SAVE10,Montreal
2024-05-09,CUST8037,Headphones,812.06,1,SAVE10,Edmonton
2024-05-11,CUST4610,Monitor,799.64,3,FREESHIP,Toronto
2024-05-11,CUST1178,Keyboard,458.14,2,,Edmonton
2024-05-12,CUST2115,Mouse,1114.13,5,,Calgary
2024-05-12,CUST6311,Laptop,638.66,1,,Halifax
2024-05-12,CUST4426,Laptop,318.32,1,WELCOME,Edmonton
2024-05-13,CUST7273,Keyboard,500.83,3,,Toronto
2024-05-13,CUST6819,Tablet,1242.7,4,WELCOME,Edmonton
2024-05-13,CUST8580,Mouse,498.99,2,SAVE10,Calgary
2024-05-16,CUST3767,Mouse,290.48,3,,Montreal
2024-05-17,CUST2338,Phone,1867.44,1,SAVE10,Toronto
2024-05-18,CUST7124,Mouse,1908.47,3,,Winnipeg
2024-05-18,CUST6899,Tablet,1620.4,5,,Vancouver
2024-05-20,CUST8723,Mouse,1465.85,3,,Edmonton
2024-05-20,CUST2190,Laptop,432.44,4,WELCOME,Calgary
2024-05-20,CUST5340,Headphones,473.06,4,,Halifax
2024-05-21,CUST8812,Keyboard,885.01,3,,Toronto
2024-05-22,CUST1908,Mouse,211.24,5,,Edmonton
2024-05-22,CUST7265,Keyboard,1682.22,1,,Ottawa
2024-05-23,CUST7412,Keyboard,487.42,5,FREESHIP,Vancouver
2024-05-24,CUST1774,Monitor,1879.87,5,,Toronto
2024-05-24,CUST8027,Mouse,385.2,1,,Montreal
2024-05-24,CUST1666,Keyboard,1691.54,2,FREESHIP,Montreal
2024-05-25,CUST8119,Tablet,213.3,2,WELCOME,Halifax
2024-05-25,CUST5362,Headphones,314.11,2,SAVE10,Ottawa
2024-05-26,CUST5175,Laptop,1032.9,5,FREESHIP,Ottawa
2024-05-28,CUST9378,Monitor,216.62,3,,Toronto
2024-05-29,CUST8296,Headphones,1918.02,5,WELCOME,Halifax
2024-05-29,CUST5262,Keyboard,779.57,5,,Montreal
2024-05-29,CUST9631,Keyboard,673.66,1,,Winnipeg
2024-05-30,CUST1510,Monitor,285.31,1,,Vancouver
2024-05-31,CUST4731,Keyboard,1066.18,3,SAVE10,Ottawa
2024-05-31,CUST5303,Tablet,70.07,5,SAVE10,Winnipeg
2024-05-31,CUST1831,Monitor,1653.39,4,,Calgary
2024-06-01,CUST2881,Phone,357.96,1,,Montreal
2024-06-01,CUST3230,Phone,630.12,5,,Montreal
2024-06-01,CUST5382,Mouse,1674.26,2,WELCOME,Vancouver
2024-06-01,CUST6961,Tablet,1855.2,1,,Calgary
2024-06-02,CUST7222,Phone,1954.06,5,,Montreal
2024-06-02,CUST2215,Monitor,981.25,3,WELCOME,Edmonton
2024-06-02,CUST3190,Laptop,1506.19,1,FREESHIP,Halifax
2024-06-03,CUST1211,Keyboard,1802.72,1,FREESHIP,Montreal
2024-06-03,CUST8893,Phone,1253.46,3,,Edmonton
2024-06-04,CUST6983,Mouse,446.09,4,WELCOME,Edmonton
2024-06-05,CUST1669,Tablet,1115.42,3,SAVE10,Vancouver
2024-06-05,CUST7676,Laptop,1794.93,5,,Vancouver
2024-06-05,CUST6499,Headphones,309.37,3,,Vancouver
2024-06-06,CUST7459,Monitor,1680.21,1,,Toronto
2024-06-07,CUST5582,Monitor,1124.69,4,FREESHIP,Vancouver
2024-06-08,CUST3102,Mouse,1786.53,2,FREESHIP,Winnipeg
2024-06-08,CUST9955,Laptop,1412.37,4,FREESHIP,Montreal
2024-06-08,CUST3460,Laptop,1476.51,4,,Calgary
2024-06-10,CUST9734,Keyboard,791.06,2,,Vancouver
2024-06-11,CUST6879,Laptop,112.73,3,SAVE10,Halifax
2024-06-11,CUST2020,Monitor,311.02,5,WELCOME,Calgary
2024-06-14,CUST2477,Mouse,753.42,4,FREESHIP,Winnipeg
2024-06-14,CUST2652,Phone,1977.62,3,WELCOME,Calgary
2024-06-14,CUST9349,Headphones,1895.22,3,SAVE10,Calgary
2024-06-15,CUST6715,Phone,1362.9,1,WELCOME,Montreal
2024-06-15,CUST5493,Monitor,315.93,5,WELCOME,Winnipeg
2024-06-16,CUST2217,Tablet,815.87,4,,Ottawa
2024-06-16,CUST5016,Laptop,1965.43,1,SAVE10,Montreal
2024-06-17,CUST7558,Laptop,645.03,1,,Montreal
2024-06-17,CUST5759,Headphones,244.32,4,SAVE10,Winnipeg
2024-06-18,CUST2870,Keyboard,68.25,1,,Winnipeg
2024-06-19,CUST6874,Mouse,982.18,2,FREESHIP,Vancouver
2024-06-20,CUST5748,Laptop,1298.1,5,WELCOME,Winnipeg
2024-06-21,CUST6049,Tablet,407.8,3,,Winnipeg
2024-06-22,CUST4069,Headphones,970.63,2,FREESHIP,Toronto
2024-06-22,CUST5169,Monitor,1019.4,1,,Halifax
2024-06-23,CUST7804,Tablet,293.0,4,WELCOME,Edmonton
2024-06-24,CUST7878,Monitor,1807.47,4,,Calgary
2024-06-26,CUST9910,Headphones,906.38,5,,Toronto
2024-06-26,CUST8164,Headphones,1274.09,2,WELCOME,Ottawa
2024-06-26,CUST1904,Headphones,925.76,5,FREESHIP,Ottawa
2024-06-26,CUST8459,Tablet,1023.73,4,,Halifax
2024-06-27,CUST9223,Keyboard,680.24,2,FREESHIP,Montreal
2024-06-29,CUST6637,Headphones,698.01,1,,Montreal
2024-06-29,CUST4506,Laptop,1744.45,5,,Toronto
2024-06-30,CUST6106,Mouse,1989.79,5,,Winnipeg
2024-06-30,CUST8229,Monitor,1431.75,1,SAVE10,Ottawa
2024-06-30,CUST8720,Headphones,1333.85,1,,Calgary
2024-07-01,CUST3786,Keyboard,569.93,1,,Calgary
2024-07-01,CUST7070,Tablet,968.55,5,SAVE10,Edmonton
2024-07-02,CUST9249,Mouse,82.5,2,FREESHIP,Montreal
2024-07-02,CUST7111,Tablet,1856.7,3,SAVE10,Edmonton
2024-07-02,CUST6875,Mouse,1154.82,1,SAVE10,Vancouver
2024-07-03,CUST5114,Keyboard,1436.67,2,,Halifax
2024-07-03,CUST5550,Phone,238.44,4,WELCOME,Winnipeg
2024-07-03,CUST6010,Keyboard,1516.59,2,,Edmonton
2024-07-04,CUST8540,Headphones,311.49,2,,Halifax
2024-07-04,CUST5444,Phone,410.58,5,SAVE10,Ottawa
2024-07-04,CUST2172,Phone,1481.51,5,,Calgary
2024-07-05,CUST4202,Keyboard,132.08,1,,Ottawa
2024-07-05,CUST1276,Keyboard,540.4,1,FREESHIP,Ottawa
2024-07-05,CUST8524,Phone,1492.52,3,,Halifax
2024-07-05,CUST2890,Laptop,1027.39,5,,Winnipeg
2024-07-07,CUST5877,Headphones,1561.81,1,,Toronto
2024-07-08,CUST9187,Mouse,997.86,5,FREESHIP,Montreal
2024-07-09,CUST6200,Phone,1236.28,1,SAVE10,Winnipeg
2024-07-10,CUST5129,Headphones,954.17,5,SAVE10,Ottawa
2024-07-12,CUST1944,Tablet,1481.21,2,,Ottawa
2024-07-13,CUST4883,Monitor,1439.11,4,SAVE10,Calgary
2024-07-14,CUST6809,Headphones,1468.14,2,FREESHIP,Toronto
2024-07-15,CUST7817,Phone,511.03,4,SAVE10,Vancouver
2024-07-16,CUST6765,Monitor,1535.41,4,SAVE10,Edmonton
2024-07-16,CUST8167,Monitor,946.61,4,,Montreal
2024-07-16,CUST1269,Phone,1047.74,3,,Winnipeg
2024-07-17,CUST1125,Monitor,448.89,2,FREESHIP,Vancouver
2024-07-18,CUST6251,Monitor,1069.08,5,,Toronto
2024-07-19,CUST9719,Headphones,811.72,3,WELCOME,Montreal
2024-07-19,CUST7161,Monitor,677.29,4,SAVE10,Winnipeg
2024-07-19,CUST3391,Laptop,181.51,2,FREESHIP,Montreal
2024-07-19,CUST3196,Phone,1040.87,2,SAVE10,Calgary
2024-07-19,CUST9660,Laptop,116.36,4,,Toronto
2024-07-19,CUST9696,Headphones,161.68,2,FREESHIP,Montreal
2024-07-20,CUST9765,Mouse,581.05,1,SAVE10,Calgary
2024-07-21,CUST9116,Tablet,642.28,4,WELCOME,Winnipeg
2024-07-21,CUST3073,Keyboard,1463.97,5,,Halifax
2024-07-21,CUST5726,Laptop,1609.46,4,WELCOME,Halifax
2024-07-23,CUST7838,Phone,1341.25,1,,Calgary
2024-07-23,CUST6154,Keyboard,452.42,3,,Ottawa
2024-07-27,CUST2495,Phone,560.6,3,WELCOME,Montreal
2024-07-28,CUST2949,Phone,1525.16,2,WELCOME,Vancouver
2024-07-28,CUST7079,Laptop,1183.97,4,WELCOME,Vancouver
2024-07-29,CUST4970,Phone,678.13,4,,Edmonton
2024-07-30,CUST4977,Phone,188.59,2,,Calgary
2024-07-31,CUST5804,Laptop,573.24,3,SAVE10,Edmonton
2024-08-01,CUST4561,Tablet,1544.28,3,,Toronto
2024-08-02,CUST8651,Laptop,1793.16,2,WELCOME,Vancouver
2024-08-02,CUST1428,Monitor,393.17,1,,Toronto
2024-08-03,CUST3550,Monitor,229.28,2,,Vancouver
2024-08-03,CUST1366,Mouse,1680.14,4,,Montreal
2024-08-03,CUST3995,Mouse,1833.8,1,,Edmonton
2024-08-05,CUST4690,Laptop,209.16,2,,Montreal
2024-08-06,CUST4239,Monitor,1637.21,3,,Calgary
2024-08-07,CUST2110,Laptop,398.27,1,SAVE10,Ottawa
2024-08-08,CUST6437,Phone,1050.34,1,FREESHIP,Calgary
2024-08-08,CUST6309,Keyboard,1742.43,5,FREESHIP,Edmonton
2024-08-08,CUST6993,Mouse,1857.13,1,,Calgary
2024-08-08,CUST3984,Tablet,1105.36,3,WELCOME,Ottawa
2024-08-09,CUST6981,Mouse,1416.05,2,SAVE10,Calgary
2024-08-09,CUST9179,Monitor,1848.59,3,,Calgary
2024-08-09,CUST4287,Phone,314.75,3,FREESHIP,Halifax
2024-08-10,CUST5228,Monitor,1880.1,5,WELCOME,Montreal
2024-08-11,CUST9624,Mouse,1498.74,4,,Winnipeg
2024-08-12,CUST5320,Headphones,801.35,1,,Montreal
2024-08-13,CUST7206,Keyboard,980.51,5,FREESHIP,Winnipeg
2024-08-14,CUST3041,Laptop,1119.43,5,SAVE10,Edmonton
2024-08-14,CUST2299,Phone,1033.65,4,WELCOME,Edmonton
2024-08-15,CUST9235,Phone,1524.57,5,WELCOME,Halifax
2024-08-15,CUST5768,Monitor,567.23,2,SAVE10,Vancouver
2024-08-15,CUST5305,Monitor,121.58,1,,Montreal
2024-08-16,CUST6682,Laptop,1699.08,1,,Edmonton
2024-08-18,CUST1194,Monitor,698.12,2,,Montreal
2024-08-18,CUST4719,Headphones,1799.12,4,SAVE10,Ottawa
2024-08-18,CUST3566,Laptop,1203.64,2,,Edmonton
2024-08-19,CUST6650,Keyboard,1972.86,3,FREESHIP,Ottawa
2024-08-20,CUST7405,Tablet,674.6,5,WELCOME,Vancouver
2024-08-20,CUST7129,Headphones,267.83,2,,Halifax
2024-08-21,CUST9361,Mouse,273.2,2,SAVE10,Toronto
2024-08-21,CUST3588,Monitor,381.1,4,FREESHIP,Ottawa
2024-08-22,CUST5802,Tablet,1187.34,3,,Montreal
2024-08-23,CUST9747,Mouse,724.76,2,SAVE10,Winnipeg
2024-08-23,CUST1704,Headphones,1133.15,1,SAVE10,Edmonton
2024-08-23,CUST6574,Tablet,806.09,4,,Edmonton
2024-08-24,CUST3796,Headphones,275.69,3,FREESHIP,Edmonton
2024-08-24,CUST3630,Keyboard,1867.61,3,,Ottawa
2024-08-26,CUST8623,Monitor,1589.85,2,FREESHIP,Winnipeg
2024-08-26,CUST9853,Headphones,1650.62,2,,Halifax
2024-08-27,CUST4585,Tablet,901.5,2,,Calgary
2024-08-27,CUST4206,Headphones,332.45,5,,Edmonton
2024-08-27,CUST1115,Headphones,143.71,5,,Halifax
2024-08-27,CUST4805,Headphones,1329.35,2,,Vancouver
2024-08-30,CUST9249,Tablet,1200.57,1,,Toronto
2024-08-30,CUST9657,Phone,130.77,2,,Montreal
2024-08-31,CUST5948,Tablet,604.47,2,,Montreal
2024-09-01,CUST9391,Laptop,629.22,3,FREESHIP,Ottawa
2024-09-01,CUST9969,Laptop,1608.88,3,WELCOME,Ottawa
2024-09-03,CUST9714,Phone,1612.57,4,WELCOME,Vancouver
2024-09-03,CUST7402,Mouse,614.77,3,,Montreal
2024-09-03,CUST3422,Mouse,1712.57,5,,Winnipeg
2024-09-03,CUST4923,Monitor,228.74,3,SAVE10,Toronto
2024-09-03,CUST4372,Laptop,1205.88,4,WELCOME,Vancouver
2024-09-04,CUST9956,Headphones,919.07,5,,Calgary
2024-09-04,CUST8008,Headphones,1075.6,1,,Calgary
2024-09-06,CUST9179,Laptop,924.34,5,,Ottawa
2024-09-07,CUST6969,Headphones,169.62,5,,Vancouver
2024-09-07,CUST9889,Mouse,109.33,2,SAVE10,Ottawa
